date,discharge_m3s,discharge_mm_day,station_id,station_name
1980-01-28,16.565328,0.6353461797842589,01013500,"Fish River Near Fort Kent, Maine"
1980-01-29,16.28216,0.6244855613264083,01013500,"Fish River Near Fort Kent, Maine"
1980-01-30,13.167311999999999,0.5050187582900518,01013500,"Fish River Near Fort Kent, Maine"
1980-01-31,12.884144,0.49415813983220136,01013500,"Fish River Near Fort Kent, Maine"
1980-02-01,12.600976,0.4832975213743507,01013500,"Fish River Near Fort Kent, Maine"
1980-02-02,12.459392,0.47786721214542544,01013500,"Fish River Near Fort Kent, Maine"
1980-02-03,12.03464,0.4615762844586496,01013500,"Fish River Near Fort Kent, Maine"
1980-02-04,11.751472,0.45071566600079904,01013500,"Fish River Near Fort Kent, Maine"
1980-02-05,11.32672,0.4344247383140232,01013500,"Fish River Near Fort Kent, Maine"
1980-02-06,11.043552,0.4235641198561726,01013500,"Fish River Near Fort Kent, Maine"
1980-02-07,10.760384,0.41270350139832207,01013500,"Fish River Near Fort Kent, Maine"
1980-02-08,10.477216,0.40184288294047144,01013500,"Fish River Near Fort Kent, Maine"
1980-02-09,10.194048,0.39098226448262086,01013500,"Fish River Near Fort Kent, Maine"
1980-02-10,10.052464,0.38555195525369557,01013500,"Fish River Near Fort Kent, Maine"
1980-02-11,9.769296,0.374691336795845,01013500,"Fish River Near Fort Kent, Maine"
1980-02-12,9.627712,0.36926102756691975,01013500,"Fish River Near Fort Kent, Maine"
1980-02-13,9.486127999999999,0.3638307183379944,01013500,"Fish River Near Fort Kent, Maine"
1980-02-14,9.344543999999999,0.35840040910906906,01013500,"Fish River Near Fort Kent, Maine"
1980-02-15,9.061376,0.3475397906512185,01013500,"Fish River Near Fort Kent, Maine"
1980-02-16,9.061376,0.3475397906512185,01013500,"Fish River Near Fort Kent, Maine"
1980-02-17,8.919792,0.34210948142229325,01013500,"Fish River Near Fort Kent, Maine"
1980-02-18,8.778208,0.33667917219336796,01013500,"Fish River Near Fort Kent, Maine"
1980-02-19,8.636624,0.33124886296444267,01013500,"Fish River Near Fort Kent, Maine"
1980-02-20,8.636624,0.33124886296444267,01013500,"Fish River Near Fort Kent, Maine"
1980-02-21,8.636624,0.33124886296444267,01013500,"Fish River Near Fort Kent, Maine"
1980-02-22,8.49504,0.3258185537355174,01013500,"Fish River Near Fort Kent, Maine"
1980-02-23,8.353456,0.32038824450659215,01013500,"Fish River Near Fort Kent, Maine"
1980-02-24,8.353456,0.32038824450659215,01013500,"Fish River Near Fort Kent, Maine"
1980-02-25,8.353456,0.32038824450659215,01013500,"Fish River Near Fort Kent, Maine"
1980-02-26,8.211872,0.31495793527766675,01013500,"Fish River Near Fort Kent, Maine"
1980-02-27,8.211872,0.31495793527766675,01013500,"Fish River Near Fort Kent, Maine"
1980-02-28,8.070288,0.30952762604874146,01013500,"Fish River Near Fort Kent, Maine"
1980-02-29,8.070288,0.30952762604874146,01013500,"Fish River Near Fort Kent, Maine"
1980-03-01,7.928704,0.30409731681981617,01013500,"Fish River Near Fort Kent, Maine"
1980-03-02,7.928704,0.30409731681981617,01013500,"Fish River Near Fort Kent, Maine"
1980-03-03,7.928704,0.30409731681981617,01013500,"Fish River Near Fort Kent, Maine"
1980-03-04,7.78712,0.29866700759089093,01013500,"Fish River Near Fort Kent, Maine"
1980-03-05,7.78712,0.29866700759089093,01013500,"Fish River Near Fort Kent, Maine"
1980-03-06,7.78712,0.29866700759089093,01013500,"Fish River Near Fort Kent, Maine"
1980-03-07,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-08,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-09,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-10,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-11,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-12,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-13,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-14,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-15,7.503952,0.28780638913304035,01013500,"Fish River Near Fort Kent, Maine"
1980-03-16,7.503952,0.28780638913304035,01013500,"Fish River Near Fort Kent, Maine"
1980-03-17,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-18,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-19,7.645536,0.29323669836196564,01013500,"Fish River Near Fort Kent, Maine"
1980-03-20,7.78712,0.29866700759089093,01013500,"Fish River Near Fort Kent, Maine"
1980-03-21,7.928704,0.30409731681981617,01013500,"Fish River Near Fort Kent, Maine"
1980-03-22,8.070288,0.30952762604874146,01013500,"Fish River Near Fort Kent, Maine"
1980-03-23,8.353456,0.32038824450659215,01013500,"Fish River Near Fort Kent, Maine"
1980-03-24,8.919792,0.34210948142229325,01013500,"Fish River Near Fort Kent, Maine"
1980-03-25,9.769296,0.374691336795845,01013500,"Fish River Near Fort Kent, Maine"
1980-03-26,10.760384,0.41270350139832207,01013500,"Fish River Near Fort Kent, Maine"
1980-03-27,11.468304,0.43985504754294846,01013500,"Fish River Near Fort Kent, Maine"
1980-03-28,12.459392,0.47786721214542544,01013500,"Fish River Near Fort Kent, Maine"
1980-03-29,13.025727999999999,0.49958844906112665,01013500,"Fish River Near Fort Kent, Maine"
1980-03-30,14.724736,0.5647521598082301,01013500,"Fish River Near Fort Kent, Maine"
1980-03-31,16.140576,0.6190552520974829,01013500,"Fish River Near Fort Kent, Maine"
1980-04-01,17.698,0.6787886536156612,01013500,"Fish River Near Fort Kent, Maine"
1980-04-02,18.972255999999998,0.7276614366759888,01013500,"Fish River Near Fort Kent, Maine"
1980-04-03,19.82176,0.7602432920495406,01013500,"Fish River Near Fort Kent, Maine"
1980-04-04,22.1154208,0.8482143015581302,01013500,"Fish River Near Fort Kent, Maine"
1980-04-05,24.2674976,0.9307550018377946,01013500,"Fish River Near Fort Kent, Maine"
1980-04-06,26.0231392,0.9980908362764683,01013500,"Fish River Near Fort Kent, Maine"
1980-04-07,27.637196799999998,1.0599963614862162,01013500,"Fish River Near Fort Kent, Maine"
1980-04-08,30.865312,1.1838074119057131,01013500,"Fish River Near Fort Kent, Maine"
1980-04-09,38.794016,1.4879047287255294,01013500,"Fish River Near Fort Kent, Maine"
1980-04-10,47.005888,1.8028626640031962,01013500,"Fish River Near Fort Kent, Maine"
1980-04-11,63.995968,2.4544997714742305,01013500,"Fish River Near Fort Kent, Maine"
1980-04-12,83.251392,3.19302182660807,01013500,"Fish River Near Fort Kent, Maine"
1980-04-13,112.134528,4.300804909308829,01013500,"Fish River Near Fort Kent, Maine"
1980-04-14,140.734496,5.397727373551739,01013500,"Fish River Near Fort Kent, Maine"
1980-04-15,154.609728,5.929897677986416,01013500,"Fish River Near Fort Kent, Maine"
1980-04-16,157.441408,6.038503862564922,01013500,"Fish River Near Fort Kent, Maine"
1980-04-17,152.344384,5.843012730323611,01013500,"Fish River Near Fort Kent, Maine"
1980-04-18,145.265184,5.571497268877347,01013500,"Fish River Near Fort Kent, Maine"
1980-04-19,139.601824,5.354284899720335,01013500,"Fish River Near Fort Kent, Maine"
1980-04-20,130.540448,5.006745109069118,01013500,"Fish River Near Fort Kent, Maine"
1980-04-21,127.70876799999999,4.898138924490611,01013500,"Fish River Near Fort Kent, Maine"
1980-04-22,131.67312,5.05018758290052,01013500,"Fish River Near Fort Kent, Maine"
1980-04-23,134.5048,5.1587937674790245,01013500,"Fish River Near Fort Kent, Maine"
1980-04-24,131.106784,5.0284663459848185,01013500,"Fish River Near Fort Kent, Maine"
1980-04-25,126.57609599999999,4.854696450659209,01013500,"Fish River Near Fort Kent, Maine"
1980-04-26,121.479072,4.659205318417899,01013500,"Fish River Near Fort Kent, Maine"
1980-04-27,115.815712,4.441992949260888,01013500,"Fish River Near Fort Kent, Maine"
1980-04-28,109.586016,4.203059343188174,01013500,"Fish River Near Fort Kent, Maine"
1980-04-29,104.20582399999999,3.996707592489013,01013500,"Fish River Near Fort Kent, Maine"
1980-04-30,98.542464,3.779495223332001,01013500,"Fish River Near Fort Kent, Maine"
1980-05-01,93.162272,3.573143472632841,01013500,"Fish River Near Fort Kent, Maine"
1980-05-02,90.896928,3.486258524970036,01013500,"Fish River Near Fort Kent, Maine"
1980-05-03,89.764256,3.442816051138634,01013500,"Fish River Near Fort Kent, Maine"
1980-05-04,90.04742399999999,3.453676669596484,01013500,"Fish River Near Fort Kent, Maine"
1980-05-05,88.348416,3.3885129588493808,01013500,"Fish River Near Fort Kent, Maine"
1980-05-06,86.083072,3.3016280111865766,01013500,"Fish River Near Fort Kent, Maine"
1980-05-07,82.96822399999999,3.1821612081502195,01013500,"Fish River Near Fort Kent, Maine"
1980-05-08,80.986048,3.1061368789452657,01013500,"Fish River Near Fort Kent, Maine"
1980-05-09,81.269216,3.1169974974031165,01013500,"Fish River Near Fort Kent, Maine"
1980-05-10,79.28704,3.040973168198162,01013500,"Fish River Near Fort Kent, Maine"
1980-05-11,76.45536,2.932366983619657,01013500,"Fish River Near Fort Kent, Maine"
1980-05-12,74.190016,2.8454820359568513,01013500,"Fish River Near Fort Kent, Maine"
1980-05-13,72.20784,2.769457706751898,01013500,"Fish River Near Fort Kent, Maine"
1980-05-14,69.092992,2.6499909037155414,01013500,"Fish River Near Fort Kent, Maine"
1980-05-15,67.96032,2.606548429884139,01013500,"Fish River Near Fort Kent, Maine"
1980-05-16,67.96032,2.606548429884139,01013500,"Fish River Near Fort Kent, Maine"
1980-05-17,68.526656,2.62826966679984,01013500,"Fish River Near Fort Kent, Maine"
1980-05-18,69.942496,2.682572759089093,01013500,"Fish River Near Fort Kent, Maine"
1980-05-19,70.225664,2.6934333775469437,01013500,"Fish River Near Fort Kent, Maine"
1980-05-20,68.526656,2.62826966679984,01013500,"Fish River Near Fort Kent, Maine"
1980-05-21,65.12864,2.4979422453056332,01013500,"Fish River Near Fort Kent, Maine"
1980-05-22,61.447456,2.3567542053535755,01013500,"Fish River Near Fort Kent, Maine"
1980-05-23,58.332608,2.2372874023172193,01013500,"Fish River Near Fort Kent, Maine"
1980-05-24,54.934592,2.1069599808230124,01013500,"Fish River Near Fort Kent, Maine"
1980-05-25,51.536576,1.9766325593288054,01013500,"Fish River Near Fort Kent, Maine"
1980-05-26,48.988064,1.8788869932081502,01013500,"Fish River Near Fort Kent, Maine"
1980-05-27,46.439552,1.781141427087495,01013500,"Fish River Near Fort Kent, Maine"
1980-05-28,44.174208,1.6942564794246904,01013500,"Fish River Near Fort Kent, Maine"
1980-05-29,41.908864,1.6073715317618857,01013500,"Fish River Near Fort Kent, Maine"
1980-05-30,39.926688,1.5313472025569317,01013500,"Fish River Near Fort Kent, Maine"
1980-05-31,38.22768,1.4661834918098284,01013500,"Fish River Near Fort Kent, Maine"
1980-06-01,36.245504,1.390159162604874,01013500,"Fish River Near Fort Kent, Maine"
1980-06-02,34.546496,1.3249954518577707,01013500,"Fish River Near Fort Kent, Maine"
1980-06-03,33.130656,1.2706923595685178,01013500,"Fish River Near Fort Kent, Maine"
1980-06-04,31.714816,1.2163892672792647,01013500,"Fish River Near Fort Kent, Maine"
1980-06-05,29.73264,1.1403649380743108,01013500,"Fish River Near Fort Kent, Maine"
1980-06-06,28.599968,1.0969224642429085,01013500,"Fish River Near Fort Kent, Maine"
1980-06-07,27.3823456,1.050221804874151,01013500,"Fish River Near Fort Kent, Maine"
1980-06-08,26.5328416,1.0176399495005992,01013500,"Fish River Near Fort Kent, Maine"
1980-06-09,25.1736352,0.9655089809029165,01013500,"Fish River Near Fort Kent, Maine"
1980-06-10,24.06928,0.9231525689172992,01013500,"Fish River Near Fort Kent, Maine"
1980-06-11,22.7100736,0.8710216003196164,01013500,"Fish River Near Fort Kent, Maine"
1980-06-12,21.2376,0.8145463843387936,01013500,"Fish River Near Fort Kent, Maine"
1980-06-13,20.1898784,0.7743620960447464,01013500,"Fish River Near Fort Kent, Maine"
1980-06-14,19.3120576,0.7406941788254094,01013500,"Fish River Near Fort Kent, Maine"
1980-06-15,18.4342368,0.7070262616060727,01013500,"Fish River Near Fort Kent, Maine"
1980-06-16,18.6324544,0.7146286945265681,01013500,"Fish River Near Fort Kent, Maine"
1980-06-17,18.264336,0.7005098905313623,01013500,"Fish River Near Fort Kent, Maine"
1980-06-18,17.6130496,0.675530468078306,01013500,"Fish River Near Fort Kent, Maine"
1980-06-19,16.5936448,0.636432241630044,01013500,"Fish River Near Fort Kent, Maine"
1980-06-20,16.0839424,0.6168831284059129,01013500,"Fish River Near Fort Kent, Maine"
1980-06-21,16.1972096,0.6212273757890532,01013500,"Fish River Near Fort Kent, Maine"
1980-06-22,17.3581984,0.6657559114662405,01013500,"Fish River Near Fort Kent, Maine"
1980-06-23,16.9617632,0.6505510456252498,01013500,"Fish River Near Fort Kent, Maine"
1980-06-24,16.452060799999998,0.6310019324011186,01013500,"Fish River Near Fort Kent, Maine"
1980-06-25,15.8857248,0.6092806954854175,01013500,"Fish River Near Fort Kent, Maine"
1980-06-26,15.998992,0.6136249428685576,01013500,"Fish River Near Fort Kent, Maine"
1980-06-27,16.4803776,0.6320879942469037,01013500,"Fish River Near Fort Kent, Maine"
1980-06-28,15.291072,0.5864733967239313,01013500,"Fish River Near Fort Kent, Maine"
1980-06-29,14.8946368,0.5712685308829405,01013500,"Fish River Near Fort Kent, Maine"
1980-06-30,14.3566176,0.5506333558130243,01013500,"Fish River Near Fort Kent, Maine"
1980-07-01,13.9035488,0.5332563662804635,01013500,"Fish River Near Fort Kent, Maine"
1980-07-02,13.9884992,0.5365145518178186,01013500,"Fish River Near Fort Kent, Maine"
1980-07-03,13.4787968,0.5169654385936876,01013500,"Fish River Near Fort Kent, Maine"
1980-07-04,12.74256,0.48872783060327607,01013500,"Fish River Near Fort Kent, Maine"
1980-07-05,12.2611744,0.47026477922493004,01013500,"Fish River Near Fort Kent, Maine"
1980-07-06,12.4310752,0.47678115029964047,01013500,"Fish River Near Fort Kent, Maine"
1980-07-07,12.4310752,0.47678115029964047,01013500,"Fish River Near Fort Kent, Maine"
1980-07-08,12.6576096,0.48546964506592094,01013500,"Fish River Near Fort Kent, Maine"
1980-07-09,12.8275104,0.4919860161406312,01013500,"Fish River Near Fort Kent, Maine"
1980-07-10,12.74256,0.48872783060327607,01013500,"Fish River Near Fort Kent, Maine"
1980-07-11,12.9407776,0.4963302635237715,01013500,"Fish River Near Fort Kent, Maine"
1980-07-12,14.1584,0.543030922892529,01013500,"Fish River Near Fort Kent, Maine"
1980-07-13,15.3760224,0.5897315822612864,01013500,"Fish River Near Fort Kent, Maine"
1980-07-14,15.432656,0.5919037059528566,01013500,"Fish River Near Fort Kent, Maine"
1980-07-15,15.3760224,0.5897315822612864,01013500,"Fish River Near Fort Kent, Maine"
1980-07-16,15.0645376,0.5777849019576509,01013500,"Fish River Near Fort Kent, Maine"
1980-07-17,14.7813696,0.5669242834998003,01013500,"Fish River Near Fort Kent, Maine"
1980-07-18,14.469884799999999,0.5549776031961646,01013500,"Fish River Near Fort Kent, Maine"
1980-07-19,14.0734496,0.5397727373551737,01013500,"Fish River Near Fort Kent, Maine"
1980-07-20,15.007904,0.5756127782660807,01013500,"Fish River Near Fort Kent, Maine"
1980-07-21,15.262755199999999,0.5853873348781462,01013500,"Fish River Near Fort Kent, Maine"
1980-07-22,15.0928544,0.5788709638034358,01013500,"Fish River Near Fort Kent, Maine"
1980-07-23,15.5176064,0.5951618914902117,01013500,"Fish River Near Fort Kent, Maine"
1980-07-24,16.3104768,0.6255716231721934,01013500,"Fish River Near Fort Kent, Maine"
1980-07-25,16.452060799999998,0.6310019324011186,01013500,"Fish River Near Fort Kent, Maine"
1980-07-26,16.1688928,0.620141313943268,01013500,"Fish River Near Fort Kent, Maine"
1980-07-27,15.998992,0.6136249428685576,01013500,"Fish River Near Fort Kent, Maine"
1980-07-28,16.0556256,0.6157970665601278,01013500,"Fish River Near Fort Kent, Maine"
1980-07-29,15.857408,0.6081946336396323,01013500,"Fish River Near Fort Kent, Maine"
1980-07-30,16.2255264,0.6223134376348382,01013500,"Fish River Near Fort Kent, Maine"
1980-07-31,16.3954272,0.6288298087095485,01013500,"Fish River Near Fort Kent, Maine"
1980-08-01,15.857408,0.6081946336396323,01013500,"Fish River Near Fort Kent, Maine"
1980-08-02,15.7441408,0.6038503862564922,01013500,"Fish River Near Fort Kent, Maine"
1980-08-03,15.8857248,0.6092806954854175,01013500,"Fish River Near Fort Kent, Maine"
1980-08-04,16.565328,0.6353461797842589,01013500,"Fish River Near Fort Kent, Maine"
1980-08-05,16.565328,0.6353461797842589,01013500,"Fish River Near Fort Kent, Maine"
1980-08-06,16.423744,0.6299158705553335,01013500,"Fish River Near Fort Kent, Maine"
1980-08-07,16.3104768,0.6255716231721934,01013500,"Fish River Near Fort Kent, Maine"
1980-08-08,15.998992,0.6136249428685576,01013500,"Fish River Near Fort Kent, Maine"
1980-08-09,15.4609728,0.5929897677986417,01013500,"Fish River Near Fort Kent, Maine"
1980-08-10,13.733648,0.5267399952057531,01013500,"Fish River Near Fort Kent, Maine"
1980-08-11,13.6486976,0.523481809668398,01013500,"Fish River Near Fort Kent, Maine"
1980-08-12,13.3938464,0.5137072530563324,01013500,"Fish River Near Fort Kent, Maine"
1980-08-13,13.4787968,0.5169654385936876,01013500,"Fish River Near Fort Kent, Maine"
1980-08-14,13.1106784,0.5028466345984818,01013500,"Fish River Near Fort Kent, Maine"
1980-08-15,14.2433504,0.5462891084298841,01013500,"Fish River Near Fort Kent, Maine"
1980-08-16,14.469884799999999,0.5549776031961646,01013500,"Fish River Near Fort Kent, Maine"
1980-08-17,14.1867168,0.5441169847383139,01013500,"Fish River Near Fort Kent, Maine"
1980-08-18,13.9035488,0.5332563662804635,01013500,"Fish River Near Fort Kent, Maine"
1980-08-19,13.733648,0.5267399952057531,01013500,"Fish River Near Fort Kent, Maine"
1980-08-20,13.2239456,0.5071908819816221,01013500,"Fish River Near Fort Kent, Maine"
1980-08-21,12.6859264,0.4865557069117059,01013500,"Fish River Near Fort Kent, Maine"
1980-08-22,12.176224,0.46700659368757486,01013500,"Fish River Near Fort Kent, Maine"
1980-08-23,11.5249376,0.44202717123451857,01013500,"Fish River Near Fort Kent, Maine"
1980-08-24,10.930284799999999,0.41921987247303233,01013500,"Fish River Near Fort Kent, Maine"
1980-08-25,10.5904832,0.40618713032361164,01013500,"Fish River Near Fort Kent, Maine"
1980-08-26,10.3073152,0.39532651186576107,01013500,"Fish River Near Fort Kent, Maine"
1980-08-27,9.8259296,0.3768634604874151,01013500,"Fish River Near Fort Kent, Maine"
1980-08-28,9.344543999999999,0.35840040910906906,01013500,"Fish River Near Fort Kent, Maine"
1980-08-29,8.8914752,0.34102341957650817,01013500,"Fish River Near Fort Kent, Maine"
1980-08-30,8.5233568,0.32690461558130246,01013500,"Fish River Near Fort Kent, Maine"
1980-08-31,8.353456,0.32038824450659215,01013500,"Fish River Near Fort Kent, Maine"
1980-09-01,8.1835552,0.3138718734318817,01013500,"Fish River Near Fort Kent, Maine"
1980-09-02,8.6649408,0.33233492481022775,01013500,"Fish River Near Fort Kent, Maine"
1980-09-03,8.353456,0.32038824450659215,01013500,"Fish River Near Fort Kent, Maine"
1980-09-04,7.9003872,0.30301125497403114,01013500,"Fish River Near Fort Kent, Maine"
1980-09-05,7.8720704,0.3019251931282461,01013500,"Fish River Near Fort Kent, Maine"
1980-09-06,7.7304864,0.2964948838993208,01013500,"Fish River Near Fort Kent, Maine"
1980-09-07,7.1924672,0.2758597088294047,01013500,"Fish River Near Fort Kent, Maine"
1980-09-08,6.8243488,0.261740904834199,01013500,"Fish River Near Fort Kent, Maine"
1980-09-09,6.5978144,0.2530524100679185,01013500,"Fish River Near Fort Kent, Maine"
1980-09-10,6.4562304,0.24762210083899316,01013500,"Fish River Near Fort Kent, Maine"
1980-09-11,6.1730624,0.2367614823811426,01013500,"Fish River Near Fort Kent, Maine"
1980-09-12,5.7483104,0.22047055469436674,01013500,"Fish River Near Fort Kent, Maine"
1980-09-13,5.521776,0.2117820599280863,01013500,"Fish River Near Fort Kent, Maine"
1980-09-14,5.7766272,0.2215566165401518,01013500,"Fish River Near Fort Kent, Maine"
1980-09-15,5.8898944,0.2259008639232921,01013500,"Fish River Near Fort Kent, Maine"
1980-09-16,5.6916768,0.21829843100279664,01013500,"Fish River Near Fort Kent, Maine"
1980-09-17,5.8332608,0.22372874023172193,01013500,"Fish River Near Fort Kent, Maine"
1980-09-18,5.8898944,0.2259008639232921,01013500,"Fish River Near Fort Kent, Maine"
1980-09-19,5.5500928,0.21286812177387135,01013500,"Fish River Near Fort Kent, Maine"
1980-09-20,5.6067264,0.21504024546544148,01013500,"Fish River Near Fort Kent, Maine"
1980-09-21,7.7021695999999995,0.29540882205353575,01013500,"Fish River Near Fort Kent, Maine"
1980-09-22,10.2506816,0.39315438817419096,01013500,"Fish River Near Fort Kent, Maine"
1980-09-23,11.8647392,0.4550599133839393,01013500,"Fish River Near Fort Kent, Maine"
1980-09-24,12.374441599999999,0.47460902660807025,01013500,"Fish River Near Fort Kent, Maine"
1980-09-25,12.7142432,0.48764176875749105,01013500,"Fish River Near Fort Kent, Maine"
1980-09-26,13.592064,0.5213096859768278,01013500,"Fish River Near Fort Kent, Maine"
1980-09-27,14.86632,0.5701824690371554,01013500,"Fish River Near Fort Kent, Maine"
1980-09-28,14.8096864,0.5680103453455854,01013500,"Fish River Near Fort Kent, Maine"
1980-09-29,14.6964192,0.563666097962445,01013500,"Fish River Near Fort Kent, Maine"
1980-09-30,14.8096864,0.5680103453455854,01013500,"Fish River Near Fort Kent, Maine"
1980-10-01,14.4132512,0.5528054795045946,01013500,"Fish River Near Fort Kent, Maine"
1980-10-02,14.6681024,0.5625800361166601,01013500,"Fish River Near Fort Kent, Maine"
1980-10-03,14.611468799999999,0.5604079124250899,01013500,"Fish River Near Fort Kent, Maine"
1980-10-04,17.556416,0.6733583443867359,01013500,"Fish River Near Fort Kent, Maine"
1980-10-05,21.4924512,0.8243209409508591,01013500,"Fish River Near Fort Kent, Maine"
1980-10-06,22.6817568,0.8699355384738313,01013500,"Fish River Near Fort Kent, Maine"
1980-10-07,23.8427456,0.9144640741510188,01013500,"Fish River Near Fort Kent, Maine"
1980-10-08,24.8055168,0.9513901769077107,01013500,"Fish River Near Fort Kent, Maine"
1980-10-09,25.201952,0.9665950427487014,01013500,"Fish River Near Fort Kent, Maine"
1980-10-10,24.8621504,0.9535623005992809,01013500,"Fish River Near Fort Kent, Maine"
1980-10-11,25.1453184,0.9644229190571315,01013500,"Fish River Near Fort Kent, Maine"
1980-10-12,28.3168,1.086061845785058,01013500,"Fish River Near Fort Kent, Maine"
1980-10-13,29.73264,1.1403649380743108,01013500,"Fish River Near Fort Kent, Maine"
1980-10-14,30.015808,1.1512255565321614,01013500,"Fish River Near Fort Kent, Maine"
1980-10-15,30.015808,1.1512255565321614,01013500,"Fish River Near Fort Kent, Maine"
1980-10-16,30.015808,1.1512255565321614,01013500,"Fish River Near Fort Kent, Maine"
1980-10-17,29.73264,1.1403649380743108,01013500,"Fish River Near Fort Kent, Maine"
1980-10-18,29.73264,1.1403649380743108,01013500,"Fish River Near Fort Kent, Maine"
1980-10-19,28.599968,1.0969224642429085,01013500,"Fish River Near Fort Kent, Maine"
1980-10-20,27.8070976,1.066512732560927,01013500,"Fish River Near Fort Kent, Maine"
1980-10-21,27.042544,1.0371890627247304,01013500,"Fish River Near Fort Kent, Maine"
1980-10-22,26.19304,1.0046072073511785,01013500,"Fish River Near Fort Kent, Maine"
1980-10-23,24.8338336,0.9524762387534959,01013500,"Fish River Near Fort Kent, Maine"
1980-10-24,24.1825472,0.9274968163004395,01013500,"Fish River Near Fort Kent, Maine"
1980-10-25,23.5878944,0.9046895175389532,01013500,"Fish River Near Fort Kent, Maine"
1980-10-26,26.2213568,1.0056932691969636,01013500,"Fish River Near Fort Kent, Maine"
1980-10-27,25.8815552,0.992660527047543,01013500,"Fish River Near Fort Kent, Maine"
1980-10-28,26.0797728,1.0002629599680382,01013500,"Fish River Near Fort Kent, Maine"
1980-10-29,25.7399712,0.9872302178186178,01013500,"Fish River Near Fort Kent, Maine"
1980-10-30,25.4568032,0.9763695993607671,01013500,"Fish River Near Fort Kent, Maine"
1980-10-31,25.4568032,0.9763695993607671,01013500,"Fish River Near Fort Kent, Maine"
1980-11-01,25.032051199999998,0.9600786716739911,01013500,"Fish River Near Fort Kent, Maine"
1980-11-02,24.2391808,0.9296689399920095,01013500,"Fish River Near Fort Kent, Maine"
1980-11-03,23.927696,0.9177222596883741,01013500,"Fish River Near Fort Kent, Maine"
1980-11-04,23.786112,0.9122919504594487,01013500,"Fish River Near Fort Kent, Maine"
1980-11-05,23.2480928,0.8916567753895326,01013500,"Fish River Near Fort Kent, Maine"
1980-11-06,22.511855999999998,0.863419167399121,01013500,"Fish River Near Fort Kent, Maine"
1980-11-07,22.1154208,0.8482143015581302,01013500,"Fish River Near Fort Kent, Maine"
1980-11-08,22.1154208,0.8482143015581302,01013500,"Fish River Near Fort Kent, Maine"
1980-11-09,22.1154208,0.8482143015581302,01013500,"Fish River Near Fort Kent, Maine"
